,Unnamed: 0,date,farmprice,atlantaretail,chicagoretail,losangelesretail,newyorkretail,averagespread,product_name,Unnamed: 0.2,Unnamed: 0.1
10573,2314,2016-05-22,$1.03,$2.65,$1.58,$1.26,$2.50,93.93%,merged_dataset,1089.0,117.0
10574,2329,2016-05-15,$0.75,$2.49,$1.82,$1.26,$2.54,170.33%,merged_dataset,1090.0,118.0
10575,2343,2016-05-08,$0.63,$2.49,$1.99,$1.24,$2.50,226.19%,merged_dataset,1091.0,119.0
10576,2356,2016-05-01,$0.68,$2.65,$1.92,$0.99,$2.54,197.79%,merged_dataset,1092.0,120.0
10577,2382,2016-04-17,$0.63,$2.56,$1.99,$0.99,$2.54,220.63%,merged_dataset,1093.0,121.0
10578,2395,2016-04-10,$0.58,$2.39,$1.82,$1.24,$2.19,229.31%,merged_dataset,1094.0,122.0
10579,2409,2016-04-03,$0.48,$2.56,$2.09,$1.16,$2.74,345.31%,merged_dataset,1095.0,123.0
10580,2445,2016-03-13,$0.66,$2.56,$1.99,$1.34,$2.79,228.79%,merged_dataset,1096.0,124.0
10581,2455,2016-03-06,$0.43,$2.82,$2.09,$1.26,$2.99,432.56%,merged_dataset,1097.0,125.0
10582,2477,2016-02-28,$0.42,$2.66,$2.09,$1.34,$0.00,262.50%,merged_dataset,1098.0,126.0
10583,2487,2016-02-21,$0.43,$2.66,$1.92,$1.26,$2.99,413.37%,merged_dataset,1099.0,127.0
10584,2508,2016-02-07,$0.49,$2.82,$2.15,$0.99,$1.69,290.31%,merged_dataset,1100.0,128.0
10585,2529,2016-01-31,$0.50,$2.89,$2.15,$1.39,$1.64,303.50%,merged_dataset,1101.0,129.0
10586,2551,2016-01-17,$0.77,$2.72,$2.49,$1.74,$2.99,222.73%,merged_dataset,1102.0,130.0
10587,2562,2016-01-10,$1.12,$2.72,$2.59,$1.74,$2.68,117.19%,merged_dataset,1103.0,131.0
10588,2572,2016-01-03,$1.22,$2.41,$2.59,$1.74,$2.99,99.39%,merged_dataset,1104.0,132.0
10589,2583,2015-12-27,$1.18,$2.66,$2.42,$1.59,$2.48,93.86%,merged_dataset,1105.0,133.0
10590,2604,2015-12-13,$1.72,$2.62,$2.49,$1.69,$2.84,40.12%,merged_dataset,1106.0,134.0
10591,2614,2015-12-06,$1.56,$2.66,$2.25,$1.59,$2.48,43.91%,merged_dataset,1107.0,135.0
10592,2637,2015-11-29,$1.51,$2.75,$2.24,$1.59,$2.74,54.30%,merged_dataset,1108.0,136.0
10593,2650,2015-11-22,$1.66,$2.22,$2.15,$1.29,$2.74,26.51%,merged_dataset,1109.0,137.0
10594,2657,2015-11-15,$1.43,$2.54,$2.15,$1.19,$2.65,49.13%,merged_dataset,1110.0,138.0
10595,2665,2015-11-08,$0.87,$2.39,$2.15,$1.49,$2.65,149.43%,merged_dataset,1111.0,139.0
10596,2689,2015-11-01,$0.81,$2.54,$2.24,$1.49,$2.65,175.31%,merged_dataset,1112.0,140.0
10597,2698,2015-10-25,$0.95,$2.42,$2.15,$1.66,$2.65,133.68%,merged_dataset,1113.0,141.0
10598,2708,2015-10-18,$1.12,$2.26,$2.15,$1.49,$2.49,87.28%,merged_dataset,1114.0,142.0
10599,2730,2015-10-11,$1.10,$2.59,$2.12,$1.49,$2.65,101.14%,merged_dataset,1115.0,143.0
10600,2750,2015-10-04,$0.98,$2.52,$2.07,$1.99,$2.81,139.54%,merged_dataset,1116.0,144.0
10601,2765,2015-09-27,$1.07,$2.36,$1.96,$1.49,$2.49,93.93%,merged_dataset,1117.0,145.0
10602,2771,2015-09-20,$1.02,$2.52,$2.12,$1.49,$2.49,111.27%,merged_dataset,1118.0,146.0
10603,2795,2015-09-13,$1.19,$2.52,$2.12,$1.49,$2.32,77.52%,merged_dataset,1119.0,147.0
10604,2800,2015-09-06,$0.98,$2.36,$2.12,$1.49,$2.25,109.69%,merged_dataset,1120.0,148.0
10605,2822,2015-08-30,$0.92,$2.36,$2.12,$1.49,$2.25,123.37%,merged_dataset,1121.0,149.0
10606,2852,2015-08-23,$1.01,$2.51,$2.24,$1.49,$2.25,110.15%,merged_dataset,1122.0,150.0
10607,2866,2015-08-16,$0.79,$2.62,$2.24,$1.24,$2.50,172.15%,merged_dataset,1123.0,151.0
10608,2889,2015-08-09,$0.84,$2.67,$2.24,$1.24,$1.74,134.82%,merged_dataset,1124.0,152.0
10609,2912,2015-08-02,$0.93,$2.57,$2.24,$1.49,$2.49,136.29%,merged_dataset,1125.0,153.0
10610,2936,2015-07-19,$0.89,$2.67,$2.24,$1.59,$2.49,152.53%,merged_dataset,1126.0,154.0
10611,2951,2015-07-12,$0.61,$2.51,$2.24,$0.99,$2.49,237.30%,merged_dataset,1127.0,155.0
10612,2963,2015-07-05,$0.53,$2.67,$2.24,$1.59,$2.49,324.06%,merged_dataset,1128.0,156.0
10613,2987,2015-06-28,$0.51,$2.51,$2.24,$1.59,$2.49,332.84%,merged_dataset,1129.0,157.0
10614,3011,2015-06-21,$0.48,$2.24,$2.42,$1.29,$2.49,339.58%,merged_dataset,1130.0,158.0
10615,3016,2015-06-14,$0.58,$2.42,$2.24,$1.54,$2.49,274.57%,merged_dataset,1131.0,159.0
10616,3039,2015-06-07,$0.69,$2.42,$2.24,$1.54,$2.49,214.86%,merged_dataset,1132.0,160.0
10617,3063,2015-05-31,$0.75,$2.39,$2.24,$1.54,$2.49,188.67%,merged_dataset,1133.0,161.0
10618,3072,2015-05-24,$1.18,$2.39,$2.24,$1.44,$2.49,81.36%,merged_dataset,1134.0,162.0
10619,3096,2015-05-17,$1.21,$2.39,$2.24,$1.29,$2.49,73.76%,merged_dataset,1135.0,163.0
10620,3106,2015-05-10,$0.96,$2.68,$2.24,$1.39,$2.66,133.59%,merged_dataset,1136.0,164.0
10621,3115,2015-05-03,$0.74,$2.51,$2.24,$1.29,$2.66,193.92%,merged_dataset,1137.0,165.0
10622,3127,2015-04-26,$0.99,$2.39,$2.19,$1.29,$2.49,111.11%,merged_dataset,1138.0,166.0
10623,3151,2015-04-19,$1.09,$2.39,$2.19,$1.29,$2.49,91.74%,merged_dataset,1139.0,167.0
10624,3160,2015-04-12,$1.00,$2.39,$2.24,$0.99,$2.49,102.75%,merged_dataset,1140.0,168.0
10625,3172,2015-04-05,$0.74,$2.39,$2.24,$1.29,$2.33,178.72%,merged_dataset,1141.0,169.0
10626,3180,2015-03-29,$0.74,$2.54,$1.86,$1.54,$2.49,184.80%,merged_dataset,1142.0,170.0
10627,3204,2015-03-22,$0.84,$2.39,$1.86,$1.54,$2.32,141.37%,merged_dataset,1143.0,171.0
10628,3213,2015-03-15,$0.93,$2.39,$2.02,$1.54,$2.32,122.31%,merged_dataset,1144.0,172.0
10629,3224,2015-03-08,$0.92,$2.45,$1.95,$1.49,$2.00,114.40%,merged_dataset,1145.0,173.0
10630,3246,2015-03-01,$0.64,$2.39,$2.05,$1.24,$2.32,212.50%,merged_dataset,1146.0,174.0
10631,3257,2015-02-22,$0.46,$2.29,$2.02,$1.24,$2.32,327.72%,merged_dataset,1147.0,175.0
10632,3267,2015-02-15,$0.48,$2.25,$2.00,$1.49,$2.32,319.79%,merged_dataset,1148.0,176.0
10633,3277,2015-02-08,$0.47,$2.19,$2.11,$1.59,$2.32,336.70%,merged_dataset,1149.0,177.0
10634,3288,2015-02-01,$0.63,$2.35,$2.11,$1.59,$2.66,245.63%,merged_dataset,1150.0,178.0
10635,3309,2015-01-25,$0.82,$2.35,$2.11,$1.59,$2.87,171.95%,merged_dataset,1151.0,179.0
10636,3319,2015-01-18,$1.14,$2.19,$2.11,$1.74,$2.82,94.30%,merged_dataset,1152.0,180.0
10637,3330,2015-01-11,$1.82,$2.35,$1.97,$1.49,$2.82,18.54%,merged_dataset,1153.0,181.0
10638,3340,2015-01-04,$1.33,$2.54,$1.97,$1.49,$2.49,59.59%,merged_dataset,1154.0,182.0
10639,3352,2014-12-28,$0.79,$2.16,$2.09,$1.39,$2.50,157.59%,merged_dataset,1155.0,183.0
10640,3362,2014-12-21,$0.49,$2.19,$2.09,$1.24,$2.50,309.18%,merged_dataset,1156.0,184.0
10641,3383,2014-12-14,$0.54,$2.35,$2.09,$1.19,$2.33,268.52%,merged_dataset,1157.0,185.0
10642,3393,2014-12-07,$0.62,$2.29,$2.17,$1.49,$2.33,233.87%,merged_dataset,1158.0,186.0
10643,3404,2014-11-30,$0.64,$2.45,$2.17,$1.49,$2.49,235.94%,merged_dataset,1159.0,187.0
10644,3414,2014-11-23,$0.65,$2.45,$2.07,$1.19,$2.49,215.38%,merged_dataset,1160.0,188.0
10645,3424,2014-11-16,$0.86,$2.45,$1.90,$1.19,$2.49,133.43%,merged_dataset,1161.0,189.0
10646,3450,2014-11-09,$0.92,$2.27,$2.09,$1.24,$2.50,120.11%,merged_dataset,1162.0,190.0
10647,3455,2014-11-02,$0.79,$2.40,$2.09,$1.24,$2.33,155.06%,merged_dataset,1163.0,191.0
10648,3467,2014-10-26,$0.61,$2.42,$2.09,$1.29,$2.33,233.20%,merged_dataset,1164.0,192.0
10649,3489,2014-10-19,$0.59,$2.24,$2.09,$0.99,$2.49,230.93%,merged_dataset,1165.0,193.0
10650,3499,2014-10-12,$0.62,$2.40,$2.09,$0.99,$2.49,221.37%,merged_dataset,1166.0,194.0
10651,3511,2014-10-05,$0.67,$2.19,$2.30,$1.29,$2.13,195.15%,merged_dataset,1167.0,195.0
10652,3521,2014-09-28,$0.82,$2.19,$1.81,$1.46,$2.49,142.38%,merged_dataset,1168.0,196.0
10653,3540,2014-09-21,$1.05,$2.19,$2.71,$1.29,$2.49,106.67%,merged_dataset,1169.0,197.0
10654,3551,2014-09-17,$1.01,$2.19,$1.97,$1.46,$2.39,98.27%,merged_dataset,1170.0,198.0
10655,3571,2014-08-31,$1.02,$2.35,$1.97,$1.52,$2.29,99.26%,merged_dataset,1171.0,199.0
10656,3596,2014-08-24,$1.06,$2.15,$1.91,$1.29,$2.29,80.19%,merged_dataset,1172.0,200.0
10657,3601,2014-08-17,$1.19,$2.35,$1.69,$0.00,$0.00,-15.13%,merged_dataset,1173.0,201.0
10658,3618,2014-08-17,$1.19,$2.35,$1.69,$1.52,$2.23,63.66%,merged_dataset,1174.0,202.0
10659,3652,2014-08-10,$0.97,$2.19,$1.69,$1.29,$2.32,93.04%,merged_dataset,1175.0,203.0
10660,3668,2014-08-10,$0.97,$2.19,$1.69,$1.29,$2.32,93.04%,merged_dataset,1176.0,204.0
10661,3687,2014-08-03,$0.62,$2.40,$1.94,$1.29,$2.39,223.39%,merged_dataset,1177.0,205.0
10662,3692,2014-07-27,$0.50,$2.40,$1.94,$1.59,$2.39,316.00%,merged_dataset,1178.0,206.0
10663,3714,2014-07-20,$0.48,$2.40,$1.97,$1.59,$2.39,334.90%,merged_dataset,1179.0,207.0
10664,3737,2014-07-06,$0.55,$2.43,$2.11,$1.52,$2.56,291.82%,merged_dataset,1180.0,208.0
10665,3762,2014-06-29,$0.71,$2.40,$2.11,$1.52,$2.56,202.46%,merged_dataset,1181.0,209.0
10666,3768,2014-06-22,$0.90,$2.30,$2.02,$1.52,$2.56,133.33%,merged_dataset,1182.0,210.0
10667,3790,2014-06-15,$0.95,$2.30,$2.02,$1.52,$2.56,121.05%,merged_dataset,1183.0,211.0
10668,3814,2014-06-08,$0.88,$2.30,$2.02,$1.52,$2.56,138.64%,merged_dataset,1184.0,212.0
10669,3838,2014-06-01,$0.77,$2.40,$1.93,$1.29,$2.49,163.31%,merged_dataset,1185.0,213.0
10670,3843,2014-05-25,$0.74,$2.40,$1.93,$1.59,$2.56,186.49%,merged_dataset,1186.0,214.0
10671,3871,2014-05-18,$0.91,$2.30,$1.97,$1.59,$2.56,131.32%,merged_dataset,1187.0,215.0
10672,3879,2014-05-11,$0.96,$2.43,$1.97,$1.59,$2.49,120.83%,merged_dataset,1188.0,216.0
10673,3900,2014-05-04,$0.77,$2.30,$1.97,$1.59,$2.33,165.91%,merged_dataset,1189.0,217.0
10674,3913,2014-04-27,$0.71,$2.55,$1.99,$1.56,$2.33,196.83%,merged_dataset,1190.0,218.0
10675,3922,2014-04-23,$0.78,$2.50,$2.02,$1.29,$2.49,166.03%,merged_dataset,1191.0,219.0
10676,3945,2014-04-20,$0.69,$2.30,$2.02,$1.54,$2.32,196.38%,merged_dataset,1192.0,220.0
10677,3956,2014-04-13,$0.78,$2.50,$2.02,$1.29,$2.49,166.03%,merged_dataset,1193.0,221.0
10678,3967,2014-04-07,$0.75,$2.27,$2.02,$1.24,$2.17,156.67%,merged_dataset,1194.0,222.0
10679,3988,2014-03-30,$0.62,$2.34,$2.02,$0.99,$2.16,202.82%,merged_dataset,1195.0,223.0
10680,3998,2014-03-23,$0.67,$2.38,$2.04,$1.49,$2.00,195.15%,merged_dataset,1196.0,224.0
10681,4009,2014-03-16,$0.73,$2.38,$2.14,$1.49,$2.33,185.62%,merged_dataset,1197.0,225.0
10682,4029,2014-03-09,$0.76,$2.50,$2.04,$1.49,$2.33,175.00%,merged_dataset,1198.0,226.0
10683,4040,2014-03-02,$0.58,$2.43,$2.04,$0.99,$2.16,228.45%,merged_dataset,1199.0,227.0
10684,4051,2014-02-23,$0.42,$2.50,$2.14,$1.24,$2.16,378.57%,merged_dataset,1200.0,228.0
10685,4066,2014-02-16,$0.41,$2.22,$2.14,$1.24,$2.33,383.54%,merged_dataset,1201.0,229.0
10686,4071,2014-02-09,$0.43,$2.46,$2.44,$1.24,$2.33,392.44%,merged_dataset,1202.0,230.0
10687,4093,2014-02-02,$0.45,$2.29,$2.44,$1.04,$2.33,350.00%,merged_dataset,1203.0,231.0
10688,4103,2014-01-26,$0.47,$2.42,$2.39,$1.24,$2.16,336.70%,merged_dataset,1204.0,232.0
10689,4114,2014-01-19,$0.51,$2.62,$2.44,$1.24,$2.33,323.04%,merged_dataset,1205.0,233.0
10690,4124,2014-01-12,$0.68,$2.42,$2.39,$1.14,$2.32,204.04%,merged_dataset,1206.0,234.0
10691,4135,2014-01-05,$0.69,$2.42,$2.39,$1.14,$2.32,199.64%,merged_dataset,1207.0,235.0
10692,4145,2013-12-29,$0.50,$2.54,$2.59,$1.59,$2.16,344.00%,merged_dataset,1208.0,236.0
10693,4166,2013-12-22,$0.57,$2.32,$1.99,$0.99,$2.16,227.19%,merged_dataset,1209.0,237.0
10694,4177,2013-12-15,$0.71,$2.68,$1.96,$1.24,$1.99,177.11%,merged_dataset,1210.0,238.0
10695,4187,2013-12-01,$0.44,$2.16,$2.44,$1.49,$2.33,378.41%,merged_dataset,1211.0,239.0
10696,4198,2013-11-24,$0.47,$2.16,$2.07,$1.79,$2.82,370.21%,merged_dataset,1212.0,240.0
10697,4208,2013-11-17,$1.17,$2.42,$1.39,$1.39,$2.79,70.73%,merged_dataset,1213.0,241.0
10698,4228,2013-11-10,$1.81,$2.54,$2.59,$1.79,$2.49,29.97%,merged_dataset,1214.0,242.0
10699,4239,2013-11-06,$0.83,$2.99,$2.49,$1.39,$2.32,176.81%,merged_dataset,1215.0,243.0
10700,4262,2013-11-03,$1.29,$2.66,$2.27,$1.79,$2.49,78.49%,merged_dataset,1216.0,244.0
10701,4271,2013-10-27,$0.83,$2.99,$2.49,$1.39,$2.32,176.81%,merged_dataset,1217.0,245.0
10702,4284,2013-10-20,$1.06,$2.44,$1.99,$1.64,$2.15,93.87%,merged_dataset,1218.0,246.0
10703,4296,2013-10-13,$1.40,$2.44,$1.99,$1.39,$2.66,51.43%,merged_dataset,1219.0,247.0
10704,4318,2013-09-22,$1.26,$2.54,$2.44,$0.99,$2.45,67.06%,merged_dataset,1220.0,248.0
10705,4326,2013-09-15,$1.07,$2.32,$1.99,$1.24,$2.33,84.11%,merged_dataset,1221.0,249.0
10706,4337,2013-09-01,$0.56,$2.49,$1.74,$1.29,$2.32,250.00%,merged_dataset,1222.0,250.0
10707,4354,2013-08-25,$0.68,$2.49,$2.44,$1.42,$2.29,217.65%,merged_dataset,1223.0,251.0
10708,4381,2013-08-18,$1.04,$2.39,$1.99,$1.42,$2.49,99.28%,merged_dataset,1224.0,252.0
10709,4387,2013-08-11,$1.22,$2.49,$2.29,$1.42,$2.66,81.56%,merged_dataset,1225.0,253.0
10710,4409,2013-08-04,$1.20,$2.49,$2.29,$1.39,$2.32,76.88%,merged_dataset,1226.0,254.0
10711,4434,2013-07-28,$0.97,$2.57,$2.37,$1.39,$2.66,131.70%,merged_dataset,1227.0,255.0
10712,4440,2013-07-21,$0.86,$2.39,$1.84,$0.99,$2.66,129.07%,merged_dataset,1228.0,256.0
10713,4468,2013-07-14,$0.61,$2.51,$2.37,$1.32,$2.66,263.11%,merged_dataset,1229.0,257.0
10714,4487,2013-07-07,$0.64,$2.69,$2.29,$1.32,$2.66,250.00%,merged_dataset,1230.0,258.0
10715,4495,2013-06-30,$0.66,$2.69,$2.39,$1.32,$2.66,243.18%,merged_dataset,1231.0,259.0
10716,4516,2013-06-23,$0.66,$2.51,$2.39,$0.99,$2.66,223.86%,merged_dataset,1232.0,260.0
10717,4540,2013-06-16,$0.60,$2.66,$2.47,$1.16,$2.66,272.92%,merged_dataset,1233.0,261.0
10718,4545,2013-06-09,$0.70,$2.53,$1.94,$0.99,$2.66,190.00%,merged_dataset,1234.0,262.0
10719,4570,2013-06-02,$0.84,$2.58,$1.75,$0.99,$2.62,136.31%,merged_dataset,1235.0,263.0
10720,4594,2013-05-26,$0.89,$2.60,$2.20,$1.12,$2.66,141.01%,merged_dataset,1236.0,264.0
10721,4602,2013-05-19,$0.78,$2.38,$2.00,$1.16,$2.66,162.82%,merged_dataset,1237.0,265.0
10722,4614,2013-05-12,$0.68,$2.48,$2.20,$1.16,$2.45,204.78%,merged_dataset,1238.0,266.0
10723,4638,2013-05-05,$0.52,$2.53,$1.75,$1.09,$2.29,268.27%,merged_dataset,1239.0,267.0
10724,4649,2013-04-28,$0.48,$2.73,$2.34,$1.09,$2.07,328.65%,merged_dataset,1240.0,268.0
10725,4666,2013-04-21,$0.52,$2.53,$2.34,$1.22,$2.06,291.83%,merged_dataset,1241.0,269.0
10726,4681,2013-04-14,$0.50,$2.59,$2.84,$1.16,$2.49,354.00%,merged_dataset,1242.0,270.0
10727,4692,2013-04-07,$0.56,$2.18,$2.34,$1.16,$2.49,264.73%,merged_dataset,1243.0,271.0
10728,4701,2013-03-31,$0.82,$2.22,$1.84,$1.19,$1.66,110.67%,merged_dataset,1244.0,272.0
10729,4723,2013-03-24,$0.51,$2.54,$1.99,$1.24,$1.83,272.55%,merged_dataset,1245.0,273.0
10730,4733,2013-03-17,$0.45,$2.79,$2.34,$1.29,$2.49,395.00%,merged_dataset,1246.0,274.0
10731,4744,2013-03-10,$0.51,$2.78,$2.14,$1.24,$2.66,332.35%,merged_dataset,1247.0,275.0
10732,4754,2013-03-03,$0.64,$2.63,$2.14,$1.37,$2.66,243.75%,merged_dataset,1248.0,276.0
10733,4766,2013-02-24,$0.81,$2.88,$2.49,$1.22,$2.66,185.49%,merged_dataset,1249.0,277.0
10734,4786,2013-02-17,$0.83,$2.77,$2.49,$1.44,$2.49,176.81%,merged_dataset,1250.0,278.0
10735,4796,2013-02-10,$0.50,$2.64,$1.99,$1.47,$2.99,354.50%,merged_dataset,1251.0,279.0
10736,4807,2013-02-03,$0.49,$2.89,$2.49,$1.52,$2.49,379.08%,merged_dataset,1252.0,280.0
10737,4818,2013-01-27,$0.78,$2.76,$2.74,$1.39,$2.66,206.09%,merged_dataset,1253.0,281.0
10738,4828,2013-01-20,$1.76,$2.89,$2.74,$1.52,$2.66,39.35%,merged_dataset,1254.0,282.0
10739,4839,2013-01-13,$2.06,$2.16,$2.19,$1.49,$2.74,4.13%,merged_dataset,1255.0,283.0
10740,4850,2013-01-06,$1.49,$2.40,$2.19,$1.19,$2.49,38.76%,merged_dataset,1256.0,284.0
10741,4866,2012-12-30,$0.87,$2.65,$2.19,$1.02,$2.32,135.06%,merged_dataset,1257.0,285.0
10742,4882,2012-12-23,$0.66,$2.46,$2.12,$1.06,$1.95,187.50%,merged_dataset,1258.0,286.0
10743,4892,2012-12-16,$0.51,$2.41,$1.39,$1.17,$2.16,249.51%,merged_dataset,1259.0,287.0
10744,4902,2012-12-09,$0.43,$2.51,$2.12,$1.14,$1.83,341.86%,merged_dataset,1260.0,288.0
10745,4913,2012-12-02,$0.41,$2.60,$2.12,$1.14,$2.37,401.83%,merged_dataset,1261.0,289.0
10746,4922,2012-11-25,$0.53,$2.48,$2.07,$1.14,$2.49,285.85%,merged_dataset,1262.0,290.0
10747,4944,2012-11-18,$0.68,$2.29,$1.40,$1.19,$2.33,165.07%,merged_dataset,1263.0,291.0
10748,4952,2012-11-11,$0.68,$2.60,$1.00,$1.14,$2.37,161.40%,merged_dataset,1264.0,292.0
10749,4977,2012-11-04,$0.56,$2.60,$1.50,$1.07,$2.16,227.23%,merged_dataset,1265.0,293.0
10750,4985,2012-10-28,$0.56,$2.61,$2.24,$1.07,$2.16,260.71%,merged_dataset,1266.0,294.0
10751,4997,2012-10-21,$0.49,$2.29,$1.84,$1.09,$2.12,274.49%,merged_dataset,1267.0,295.0
10752,5019,2012-10-14,$0.43,$2.49,$2.27,$1.14,$2.49,387.79%,merged_dataset,1268.0,296.0
10753,5030,2012-10-07,$0.48,$2.49,$1.87,$1.19,$2.49,318.75%,merged_dataset,1269.0,297.0
10754,5054,2012-09-30,$0.48,$2.37,$1.95,$1.14,$2.24,301.04%,merged_dataset,1270.0,298.0
10755,5067,2012-09-23,$0.55,$2.43,$1.79,$1.07,$2.12,236.82%,merged_dataset,1271.0,299.0
10756,5084,2012-09-16,$0.64,$2.38,$2.34,$1.14,$2.26,217.19%,merged_dataset,1272.0,300.0
10757,5089,2012-09-09,$0.82,$2.55,$2.34,$1.14,$2.12,148.48%,merged_dataset,1273.0,301.0
10758,5113,2012-09-02,$0.52,$2.38,$2.34,$1.14,$2.16,285.58%,merged_dataset,1274.0,302.0
10759,5138,2012-08-26,$0.48,$2.54,$1.89,$1.19,$2.22,308.33%,merged_dataset,1275.0,303.0
10760,5144,2012-08-19,$0.51,$2.18,$1.89,$1.07,$2.12,255.88%,merged_dataset,1276.0,304.0
10761,5174,2012-08-12,$0.52,$2.54,$2.42,$1.12,$1.99,287.98%,merged_dataset,1277.0,305.0
10762,5185,2012-08-12,$0.36,$2.54,$2.42,$1.12,$1.99,460.42%,merged_dataset,1278.0,306.0
10763,5212,2012-08-05,$0.49,$2.54,$2.17,$1.12,$2.09,304.08%,merged_dataset,1279.0,307.0
10764,5219,2012-07-29,$0.50,$2.40,$2.44,$0.99,$2.49,316.00%,merged_dataset,1280.0,308.0
10765,5241,2012-07-22,$0.47,$2.40,$2.34,$1.07,$1.83,306.38%,merged_dataset,1281.0,309.0
10766,5268,2012-07-15,$0.48,$2.58,$2.34,$1.16,$2.49,346.35%,merged_dataset,1282.0,310.0
10767,5273,2012-07-08,$0.51,$2.50,$2.34,$1.12,$2.26,302.94%,merged_dataset,1283.0,311.0
10768,5295,2012-07-01,$0.54,$2.36,$1.99,$1.14,$2.66,277.31%,merged_dataset,1284.0,312.0
10769,5320,2012-06-24,$0.66,$2.49,$2.49,$1.17,$2.49,227.27%,merged_dataset,1285.0,313.0
10770,5325,2012-06-17,$1.03,$2.55,$2.22,$1.17,$2.66,108.74%,merged_dataset,1286.0,314.0
10771,5346,2012-06-10,$0.67,$2.48,$2.22,$1.17,$2.66,218.28%,merged_dataset,1287.0,315.0
10772,5374,2012-06-03,$0.78,$2.34,$1.79,$1.14,$2.66,154.17%,merged_dataset,1288.0,316.0
10773,5382,2012-05-27,$0.72,$2.53,$2.22,$1.09,$2.49,189.24%,merged_dataset,1289.0,317.0
10774,5405,2012-05-20,$0.53,$2.53,$2.14,$1.07,$2.49,288.21%,merged_dataset,1290.0,318.0
10775,5418,2012-05-13,$0.54,$2.48,$2.14,$1.12,$2.33,273.61%,merged_dataset,1291.0,319.0
10776,5434,2012-05-13,$0.38,$2.48,$2.14,$1.12,$2.33,430.92%,merged_dataset,1292.0,320.0
10777,5449,2012-05-06,$0.55,$2.53,$2.27,$0.99,$1.85,247.27%,merged_dataset,1293.0,321.0
10778,5467,2012-04-29,$0.31,$2.29,$1.79,$1.19,$2.12,495.97%,merged_dataset,1294.0,322.0
10779,5481,2012-04-22,$0.28,$2.53,$2.17,$1.19,$2.33,633.93%,merged_dataset,1295.0,323.0
10780,5492,2012-04-15,$0.29,$2.45,$2.27,$1.19,$1.89,572.41%,merged_dataset,1296.0,324.0
10781,5504,2012-04-08,$0.27,$2.45,$2.27,$1.32,$2.49,689.81%,merged_dataset,1297.0,325.0
10782,5524,2012-04-08,$0.27,$2.45,$2.27,$1.32,$2.49,689.81%,merged_dataset,1298.0,326.0
10783,5535,2012-04-01,$0.29,$2.36,$1.94,$1.26,$1.83,537.07%,merged_dataset,1299.0,327.0
10784,5544,2012-03-25,$0.34,$2.39,$2.04,$1.36,$2.16,484.56%,merged_dataset,1300.0,328.0
10785,5555,2012-03-18,$0.39,$2.44,$2.04,$1.32,$1.79,386.54%,merged_dataset,1301.0,329.0
10786,5576,2012-03-11,$0.60,$2.41,$2.09,$1.32,$2.33,239.58%,merged_dataset,1302.0,330.0
10787,5587,2012-03-04,$0.31,$2.36,$1.85,$1.36,$1.78,492.74%,merged_dataset,1303.0,331.0
10788,5599,2012-02-26,$0.28,$2.34,$1.97,$1.52,$1.76,577.68%,merged_dataset,1304.0,332.0
10789,5607,2012-02-19,$0.28,$2.14,$1.97,$1.36,$1.26,500.89%,merged_dataset,1305.0,333.0
10790,5618,2012-02-12,$0.28,$2.42,$1.72,$1.52,$2.33,613.39%,merged_dataset,1306.0,334.0
10791,5629,2012-02-05,$0.29,$2.36,$1.74,$1.15,$2.12,535.34%,merged_dataset,1307.0,335.0
10792,5650,2012-01-29,$0.29,$2.32,$2.14,$1.57,$2.25,613.79%,merged_dataset,1308.0,336.0
10793,5661,2012-01-22,$0.35,$2.27,$1.69,$1.26,$2.12,424.29%,merged_dataset,1309.0,337.0
10794,5672,2012-01-15,$0.36,$2.19,$1.74,$1.22,$1.83,384.72%,merged_dataset,1310.0,338.0
10795,5682,2012-01-08,$0.33,$2.07,$1.74,$1.59,$2.16,472.73%,merged_dataset,1311.0,339.0
10796,5692,2012-01-01,$0.40,$2.42,$1.84,$1.59,$2.29,408.75%,merged_dataset,1312.0,340.0
10797,5702,2011-12-25,$0.48,$2.36,$1.56,$1.66,$2.29,309.90%,merged_dataset,1313.0,341.0
10798,5725,2011-12-18,$0.65,$2.32,$1.36,$1.29,$2.45,185.38%,merged_dataset,1314.0,342.0
10799,5734,2011-12-11,$1.05,$2.29,$1.89,$1.35,$2.45,90.00%,merged_dataset,1315.0,343.0
10800,5745,2011-12-04,$0.69,$2.36,$1.99,$1.42,$2.16,187.32%,merged_dataset,1316.0,344.0
10801,5766,2011-11-27,$0.42,$2.42,$1.99,$1.49,$1.83,360.12%,merged_dataset,1317.0,345.0
10802,5775,2011-11-20,$0.57,$2.26,$1.40,$1.49,$2.49,235.09%,merged_dataset,1318.0,346.0
10803,5785,2011-11-13,$0.93,$2.32,$1.49,$1.39,$1.99,93.28%,merged_dataset,1319.0,347.0
10804,5807,2011-11-06,$0.59,$2.32,$1.84,$1.16,$2.49,230.93%,merged_dataset,1320.0,348.0
10805,5818,2011-10-30,$0.35,$2.39,$2.04,$2.12,$2.29,531.43%,merged_dataset,1321.0,349.0
10806,5841,2011-10-23,$0.34,$2.31,$1.94,$1.26,$2.29,473.53%,merged_dataset,1322.0,350.0
10807,5849,2011-10-16,$0.38,$2.34,$1.76,$1.36,$2.22,405.26%,merged_dataset,1323.0,351.0
